,Symbol,Name,MarketCap,IPOyear,Sector,industry
2467,SAIL,"SailPoint Technologies Holdings, Inc.",$2.57B,2017.0,Technology,Computer Software: Prepackaged Software
2468,CRM,Salesforce.com Inc,$180.87B,2004.0,Technology,Computer Software: Prepackaged Software
2469,SMM,Salient Midstream & MLP Fund,$68.94M,2012.0,,
2470,SBH,"Sally Beauty Holdings, Inc.",$1.38B,,Consumer Services,Other Specialty Stores
2471,SJT,San Juan Basin Royalty Trust,$109.53M,,Energy,Oil & Gas Production
2472,SD,"SandRidge Energy, Inc.",$44.01M,2016.0,Energy,Oil & Gas Production
2473,PER,SandRidge Permian Trust,$22.06M,2011.0,Energy,Oil & Gas Production
2474,SAND          ,Sandstorm Gold Ltd,$1.85B,,Basic Industries,Precious Metals
2475,SC,Santander Consumer USA Holdings Inc.,$5.5B,2014.0,Finance,Finance: Consumer Services
2476,SAP,SAP SE,$182.23B,,Technology,Computer Software: Prepackaged Software
2477,SAF,Saratoga Investment Corp,,2018.0,,
2478,SAK,Saratoga Investment Corp,,2020.0,,
2479,SAR,Saratoga Investment Corp,$180.94M,,,
2480,SSL,Sasol Ltd.,$5.11B,,Energy,Oil & Gas Production
2481,BFS,"Saul Centers, Inc.",$695.07M,1993.0,Consumer Services,Real Estate Investment Trusts
2482,BFS^D,"Saul Centers, Inc.",,,,
2483,BFS^E,"Saul Centers, Inc.",,,,
2484,SCPE,SC Health Corporation,$230.41M,2019.0,Finance,Business Services
2485,SCPE.U,SC Health Corporation,,2019.0,,
2486,SCPE.WS,SC Health Corporation,,,,
2487,SLB,Schlumberger N.V.,$23.77B,,Energy,Oilfield Services/Equipment
2488,SNDR,"Schneider National, Inc.",$4.47B,2017.0,Transportation,Trucking Freight/Courier Services
2489,SWM,"Schweitzer-Mauduit International, Inc.",$934M,,Basic Industries,Paper
2490,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,$4.06B,,Technology,EDP Services
2491,SALT,Scorpio Bulkers Inc.,$169.51M,2013.0,Transportation,Marine Transportation
2492,SBBA,Scorpio Tankers Inc.,,2020.0,Transportation,Marine Transportation
2493,STNG,Scorpio Tankers Inc.,$738.09M,2010.0,Transportation,Marine Transportation
2494,SMG,Scotts Miracle-Gro Company (The),$7.64B,1992.0,Basic Industries,Agricultural Chemicals
2495,KTF,Scudder Municiple Income Trust,$432.93M,1988.0,,
2496,KSM,Scudder Strategic Municiple Income Trust,$120.55M,1989.0,,
2497,SRL,Scully Royalty Ltd.,$91.9M,,,
2498,SCU,"Sculptor Capital Management, Inc.",$685.75M,,Finance,Investment Managers
2499,SCVX,SCVX Corp.,$287.83M,2020.0,Finance,Business Services
2500,SCVX.U,SCVX Corp.,,2020.0,,
2501,SCVX.WS,SCVX Corp.,,,,
2502,SE,Sea Limited,$58.2B,2017.0,Consumer Services,Other Consumer Services
2503,SA,"Seabridge Gold, Inc.",$1.22B,,Basic Industries,Precious Metals
2504,CKH,"SEACOR Holdings, Inc.",$531.3M,,Transportation,Marine Transportation
2505,SMHI,SEACOR Marine Holdings Inc.,$51.51M,2017.0,Transportation,Marine Transportation
2506,SEE,Sealed Air Corporation,$5.05B,,Basic Industries,Major Chemicals
2507,SEAS,"SeaWorld Entertainment, Inc.",$1.18B,2013.0,Consumer Services,Services-Misc. Amusement & Recreation
2508,WTTR,"Select Energy Services, Inc.",$423.63M,2017.0,Energy,Oilfield Services/Equipment
2509,SEM,Select Medical Holdings Corporation,$1.85B,2009.0,Health Care,Hospital/Nursing Management
2510,SLQT,"SelectQuote, Inc.",$3.96B,2020.0,Finance,Specialty Insurers
2511,SRE,Sempra Energy,$34.02B,,Public Utilities,Natural Gas Distribution
2512,SRE^A,Sempra Energy,,,Public Utilities,Natural Gas Distribution
2513,SRE^B,Sempra Energy,,,,
2514,SREA,Sempra Energy,,2019.0,Public Utilities,Natural Gas Distribution
2515,ST,Sensata Technologies Holding plc,$5.67B,2010.0,Capital Goods,Industrial Machinery/Components
2516,SXT,Sensient Technologies Corporation,$2.17B,,Basic Industries,Major Chemicals
2517,SQNS,Sequans Communications S.A.,$213M,2011.0,Technology,Semiconductors
2518,SRG,Seritage Growth Properties,$550.39M,2015.0,Finance,Real Estate
2519,SRG^A,Seritage Growth Properties,,,,
2520,SCI,Service Corporation International,$6.5B,,Consumer Services,Other Consumer Services
2521,SERV,"ServiceMaster Global Holdings, Inc.",$4.73B,2014.0,Consumer Services,Other Consumer Services
2522,NOW,"ServiceNow, Inc.",$80.93B,2012.0,Technology,Computer Software: Prepackaged Software
2523,SFL,SFL Corporation Ltd,$1.04B,,Transportation,Marine Transportation
2524,SHAK,"Shake Shack, Inc.",$1.99B,2015.0,Consumer Services,Restaurants
2525,SJR,Shaw Communications Inc.,$8.31B,,Consumer Services,Television Services
2526,SHLX,"Shell Midstream Partners, L.P.",$4.36B,2014.0,Energy,Natural Gas Distribution
2527,SHW,Sherwin-Williams Company (The),$52.64B,,Consumer Services,RETAIL: Building Materials
2528,FOUR,"Shift4 Payments, Inc.",$3.61B,2020.0,Miscellaneous,Business Services
2529,SHG,Shinhan Financial Group Co Ltd,$11.8B,,Finance,Major Banks
2530,SHOP,Shopify Inc.,$124.17B,2015.0,Technology,Computer Software: Prepackaged Software
2531,SSTK,"Shutterstock, Inc.",$1.33B,2012.0,Technology,EDP Services
2532,SBSW,Sibayne Gold Limited,$6.61B,,,
2533,SIG,Signet Jewelers Limited,$528.98M,,Consumer Services,Consumer Specialties
2534,SBOW,"SilverBow Resorces, Inc.",$39.7M,,Energy,Oil & Gas Production
2535,SI,Silvergate Capital Corporation,$230.74M,2019.0,Finance,Major Banks
2536,SPG,"Simon Property Group, Inc.",$18.66B,,Consumer Services,Real Estate Investment Trusts
2537,SPG^J,"Simon Property Group, Inc.",,,,
2538,SSD,"Simpson Manufacturing Company, Inc.",$3.44B,,Capital Goods,Industrial Machinery/Components
2539,SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",$2.82B,,Basic Industries,Major Chemicals
2540,SITC,SITE Centers Corp.,$1.41B,,Consumer Services,Real Estate Investment Trusts
2541,SITC^A,SITE Centers Corp.,,,,
2542,SITC^K,SITE Centers Corp.,,,,
2543,SITE,"SiteOne Landscape Supply, Inc.",$4.46B,2016.0,Consumer Non-Durables,Farming/Seeds/Milling
2544,SIX,Six Flags Entertainment Corporation New,$1.62B,,Consumer Services,Services-Misc. Amusement & Recreation
2545,TSLX,"Sixth Street Specialty Lending, Inc.",$1.05B,2014.0,,
2546,SJW,SJW Group,$1.74B,,Public Utilities,Water Supply
2547,SKM,"SK Telecom Co., Ltd.",$13.03B,,Public Utilities,Telecommunications Equipment
2548,SKX,"Skechers U.S.A., Inc.",$4.38B,1999.0,Consumer Non-Durables,Shoe Manufacturing
2549,SKY,Skyline Champion Corporation,$1.33B,,Basic Industries,Homebuilding
2550,SLG,SL Green Realty Corp,$3.52B,1997.0,Consumer Services,Real Estate Investment Trusts
2551,SLG^I,SL Green Realty Corp,,,,
2552,WORK,"Slack Technologies, Inc.",$19.18B,2019.0,Consumer Services,Other Consumer Services
2553,SM,SM Energy Company,$367.21M,,Energy,Oil & Gas Production
2554,SMAR,Smartsheet Inc.,$6.33B,2018.0,Technology,Computer Software: Prepackaged Software
2555,SNN,"Smith & Nephew SNATS, Inc.",$16.83B,,Health Care,Industrial Specialties
2556,SNAP,Snap Inc.,$37.81B,2017.0,Technology,"Computer Software: Programming, Data Processing"
2557,SNA,Snap-On Incorporated,$7.01B,,Capital Goods,Industrial Machinery/Components
2558,IPOB,Social Capital Hedosophia Holdings Corp. II,,2020.0,Finance,Business Services
2559,IPOB.U,Social Capital Hedosophia Holdings Corp. II,,2020.0,,
2560,IPOB.WS,Social Capital Hedosophia Holdings Corp. II,,,,
2561,IPOC,Social Capital Hedosophia Holdings Corp. III,,2020.0,Finance,Business Services
2562,IPOC.U,Social Capital Hedosophia Holdings Corp. III,,2020.0,,
2563,IPOC.WS,Social Capital Hedosophia Holdings Corp. III,,,,
2564,SQM,Sociedad Quimica y Minera S.A.,$7.17B,1993.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
2565,SOGO,Sogou Inc.,$2.16B,2017.0,Technology,EDP Services
2566,SOI,"Solaris Oilfield Infrastructure, Inc.",$307.48M,2017.0,Energy,Metal Fabrications
2567,SWI,SolarWinds Corporation,$5.66B,2018.0,Technology,Computer Software: Prepackaged Software
2568,SAH,"Sonic Automotive, Inc.",$1.45B,1997.0,Consumer Durables,Automotive Aftermarket
2569,SON,Sonoco Products Company,$5.01B,,Consumer Durables,Containers/Packaging
2570,SNE,Sony Corp Ord,$87.28B,,Consumer Non-Durables,Consumer Electronics/Appliances
2571,SOR,"Source Capital, Inc.",$292.69M,,,
2572,SJI,"South Jersey Industries, Inc.",$2.1B,,Public Utilities,Oil/Gas Transmission
2573,SJIJ,"South Jersey Industries, Inc.",,2019.0,Public Utilities,Oil/Gas Transmission
2574,SJIU,"South Jersey Industries, Inc.",,,Public Utilities,Oil/Gas Transmission
2575,SCE^G,Southern California Edison Company,,,,
2576,SCE^H,Southern California Edison Company,,,,
2577,SCE^J,Southern California Edison Company,,,,
2578,SCE^K,Southern California Edison Company,,,,
2579,SCE^L,Southern California Edison Company,,,,
2580,SO,Southern Company (The),$54.85B,,Public Utilities,Electric Utilities: Central
2581,SOJA,Southern Company (The),,2015.0,Public Utilities,Electric Utilities: Central
2582,SOJB,Southern Company (The),,2016.0,Public Utilities,Electric Utilities: Central
2583,SOJC,Southern Company (The),,2017.0,Public Utilities,Electric Utilities: Central
2584,SOJD,Southern Company (The),,2020.0,Public Utilities,Electric Utilities: Central
2585,SOLN,Southern Company (The),,2019.0,Public Utilities,Electric Utilities: Central
2586,SCCO,Southern Copper Corporation,$31.18B,,Basic Industries,Precious Metals
2587,LUV,Southwest Airlines Company,$18.61B,,Transportation,Air Freight/Delivery Services
2588,SWX,"Southwest Gas Holdings, Inc.",$3.69B,,Public Utilities,Oil & Gas Production
2589,SWN,Southwestern Energy Company,$1.41B,,Energy,Oil & Gas Production
2590,SPAQ,Spartan Energy Acquisition Corp,$1.03B,2018.0,Finance,Business Services
2591,SPAQ.U,Spartan Energy Acquisition Corp,,2018.0,,
2592,SPAQ.WS,Spartan Energy Acquisition Corp,,,,
2593,SPE,Special Opportunities Fund Inc.,$97.42M,,,
2594,SPE^B,Special Opportunities Fund Inc.,,,,
2595,SPB           ,"Spectrum Brands Holdings, Inc.",$1.93B,,Miscellaneous,Industrial Machinery/Components
2596,SR,Spire Inc.,$3.24B,,Public Utilities,Oil/Gas Transmission
2597,SR^A,Spire Inc.,,,,
2598,SPR,"Spirit Aerosystems Holdings, Inc.",$2.24B,2006.0,Capital Goods,Military/Government/Technical
2599,SAVE,"Spirit Airlines, Inc.",$1.41B,,Transportation,Air Freight/Delivery Services
2600,SRC,"Spirit Realty Capital, Inc.",$3.26B,2013.0,Consumer Services,Building operators
2601,SRC^A,"Spirit Realty Capital, Inc.",,,,
2602,SPOT,Spotify Technology S.A.,$51.1B,2018.0,Consumer Services,Broadcasting
2603,SRLP,Sprague Resources LP,$347.97M,2013.0,Energy,Oil Refining/Marketing
2604,SII,Sprott Inc.,$963.77M,2020.0,Finance,Finance: Consumer Services
2605,SPXC,SPX Corporation,$1.69B,,Technology,Industrial Machinery/Components
2606,FLOW,"SPX FLOW, Inc.",$1.45B,2015.0,Technology,Industrial Machinery/Components
2607,SQ,"Square, Inc.",$56.85B,2015.0,Technology,Computer Software: Prepackaged Software
2608,JOE,St. Joe Company (The),$1.09B,,Consumer Services,Homebuilding
2609,STAG,"Stag Industrial, Inc.",$4.29B,2011.0,Consumer Services,Real Estate Investment Trusts
2610,STAG^C,"Stag Industrial, Inc.",,,,
2611,SMP,"Standard Motor Products, Inc.",$850.13M,,Capital Goods,Auto Parts:O.E.M.
2612,SXI,Standex International Corporation,$646.9M,,Technology,Industrial Machinery/Components
2613,SWK,"Stanley Black & Decker, Inc.",$21.12B,,Capital Goods,Industrial Machinery/Components
2614,SWT,"Stanley Black & Decker, Inc.",,2019.0,Capital Goods,Industrial Machinery/Components
2615,STN,Stantec Inc,$3.44B,,Consumer Services,Military/Government/Technical
2616,SGU,"Star Group, L.P.",$379.21M,,Consumer Services,Other Specialty Stores
2617,SRT,"StarTek, Inc.",$185.81M,1997.0,Technology,Professional Services
2618,STWD,"STARWOOD PROPERTY TRUST, INC.",$3.76B,2009.0,Consumer Services,Real Estate Investment Trusts
2619,STT,State Street Corporation,$21.7B,,Finance,Major Banks
2620,STT^D,State Street Corporation,,,,
2621,STT^G,State Street Corporation,,,,
2622,SPLP,Steel Partners Holdings LP,$125.63M,,Capital Goods,Industrial Specialties
2623,SPLP^A,Steel Partners Holdings LP,,,,
2624,SCS,Steelcase Inc.,$1.2B,1998.0,Consumer Durables,Office Equipment/Supplies/Services
2625,SCA,Stellus Capital Investment Corporation,,,,
2626,SCM,Stellus Capital Investment Corporation,$156.18M,2012.0,,
2627,SCL,Stepan Company,$2.07B,,Basic Industries,Package Goods/Cosmetics
2628,STE,STERIS plc,$12.78B,,Health Care,Industrial Specialties
2629,STL,Sterling Bancorp,$1.89B,,Finance,Major Banks
2630,STL^A,Sterling Bancorp,,,Finance,Major Banks
2631,STC,Stewart Information Services Corporation,$738.91M,,Finance,Specialty Insurers
2632,SF,Stifel Financial Corporation,$3.09B,,Finance,Investment Bankers/Brokers/Service
2633,SF^A,Stifel Financial Corporation,,,Finance,Investment Bankers/Brokers/Service
2634,SF^B,Stifel Financial Corporation,,,,
2635,SF^C,Stifel Financial Corporation,,,,
2636,SFB,Stifel Financial Corporation,,2017.0,Finance,Investment Bankers/Brokers/Service
2637,STM,STMicroelectronics N.V.,$25B,,Technology,Semiconductors
2638,EDF,Stone Harbor Emerging Markets Income Fund,$114.32M,2010.0,,
2639,EDI,Stone Harbor Emerging Markets Total Income Fund,$72.89M,2012.0,,
2640,STON,StoneMor Inc.,$83.47M,2004.0,Consumer Services,Other Consumer Services
2641,SRI,"Stoneridge, Inc.",$509.36M,1997.0,Capital Goods,Auto Parts:O.E.M.
2642,STOR,STORE Capital Corporation,$5.24B,2014.0,Consumer Services,Real Estate Investment Trusts
2643,GJH,STRATS Trust,,,Finance,Finance: Consumer Services
2644,GJO,STRATS Trust,,,Finance,Finance: Consumer Services
2645,GJS,STRATS Trust,,,Finance,Finance: Consumer Services
2646,SYK,Stryker Corporation,$66.73B,,Health Care,Medical/Dental Instruments
2647,MSC,Studio City International Holdings Limited,$1.22B,2018.0,Consumer Services,Hotels/Resorts
2648,RGR,"Sturm, Ruger & Company, Inc.",$1.34B,,Capital Goods,Ordnance And Accessories
2649,SPH,"Suburban Propane Partners, L.P.",$846.85M,1996.0,Consumer Services,Other Specialty Stores
2650,SMFG,Sumitomo Mitsui Financial Group Inc,$37.94B,,Finance,Commercial Banks
2651,INN,"Summit Hotel Properties, Inc.",$559.7M,2011.0,Consumer Services,Real Estate Investment Trusts
2652,INN^D,"Summit Hotel Properties, Inc.",,,,
2653,INN^E,"Summit Hotel Properties, Inc.",,,,
2654,SUM,"Summit Materials, Inc.",$1.81B,2015.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
2655,SMLP,"Summit Midstream Partners, LP",$87.94M,2012.0,Public Utilities,Natural Gas Distribution
2656,SUI,"Sun Communities, Inc.",$13.58B,1993.0,Consumer Services,Real Estate Investment Trusts
2657,SLF,Sun Life Financial Inc.,$21.05B,,Finance,Life Insurance
2658,SXC,"SunCoke Energy, Inc.",$228.42M,2011.0,Basic Industries,Steel/Iron Ore
2659,SU,Suncor Energy  Inc.,$23.99B,,Energy,Integrated oil Companies
2660,STG,Sunlands Technology Group,$231.26M,2018.0,Consumer Services,Other Consumer Services
2661,NOVA,Sunnova Energy International Inc.,$1.6B,2019.0,Public Utilities,Power Generation
2662,SUN,Sunoco LP,$2.33B,2012.0,Energy,Integrated oil Companies
2663,SHO,"Sunstone Hotel Investors, Inc.",$1.64B,2004.0,Consumer Services,Hotels/Resorts
2664,SHO^E,"Sunstone Hotel Investors, Inc.",,,,
2665,SHO^F,"Sunstone Hotel Investors, Inc.",,,,
2666,SPN,"Superior Energy Services, Inc.",$16.11M,,Energy,Oilfield Services/Equipment
2667,SUP,"Superior Industries International, Inc.",$42.48M,,Capital Goods,Auto Parts:O.E.M.
2668,SOAC,Sustainable Opportunities Acquisition Corp.,$85.73M,2020.0,Finance,Business Services
2669,SOAC.U,Sustainable Opportunities Acquisition Corp.,,2020.0,,
2670,SOAC.WS,Sustainable Opportunities Acquisition Corp.,,,,
2671,SUZ,Suzano S.A.,$9.27B,2018.0,Basic Industries,Paper
2672,SWZ,"Swiss Helvetia Fund, Inc. (The)",$106M,,,
2673,SWCH,"Switch, Inc.",$4.53B,2017.0,Technology,"Computer Software: Programming, Data Processing"
2674,SBE,Switchback Energy Acquisition Corporation,$396.57M,2019.0,Finance,Business Services
2675,SBE.U,Switchback Energy Acquisition Corporation,,2019.0,,
2676,SBE.WS,Switchback Energy Acquisition Corporation,,,,
2677,SYF,Synchrony Financial,$12.46B,2014.0,Finance,Finance: Consumer Services
2678,SYF^A,Synchrony Financial,,,,
2679,SNX,Synnex Corporation,$6.05B,2003.0,Technology,Retail: Computer Software & Peripheral Equipment
2680,SNV,Synovus Financial Corp.,$2.62B,,Finance,Major Banks
2681,SNV^D,Synovus Financial Corp.,,,,
2682,SNV^E,Synovus Financial Corp.,,,,
2683,GJP,"Synthetic Fixed-Income Securities, Inc.",,,,
2684,GJR,"Synthetic Fixed-Income Securities, Inc.",,,,
2685,GJT,"Synthetic Fixed-Income Securities, Inc.",,,Finance,Finance: Consumer Services
2686,SYY,Sysco Corporation,$25.88B,,Consumer Non-Durables,Food Distributors
2687,SYX,Systemax Inc.,$705.19M,,Capital Goods,Industrial Machinery/Components
2688,TLRD,"Tailored Brands, Inc.",$34.04M,,Consumer Services,Clothing/Shoe/Accessory Stores
2689,TWN,"Taiwan Fund, Inc. (The)",$170.86M,1986.0,,
2690,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$335.95B,1997.0,Technology,Semiconductors
2691,TAK,Takeda Pharmaceutical Company Limited,$53.84B,2018.0,Health Care,Major Pharmaceuticals
2692,TAL,TAL Education Group,$45.86B,,Consumer Services,Other Consumer Services
2693,TALO,"Talos Energy, Inc.",$520.78M,2018.0,Energy,Oil & Gas Production
2694,SKT,"Tanger Factory Outlet Centers, Inc.",$606.59M,1993.0,Consumer Services,Real Estate Investment Trusts
2695,TPR,"Tapestry, Inc.",$3.41B,,Consumer Non-Durables,Apparel
2696,NGLS^A,Targa Resources Partners LP,,,,
2697,TRGP,"Targa Resources, Inc.",$4.03B,2010.0,Public Utilities,Natural Gas Distribution
2698,TGT,Target Corporation,$58.95B,,Consumer Services,Department/Specialty Retail Stores
2699,TARO,Taro Pharmaceutical Industries Ltd.,$2.49B,,Health Care,Major Pharmaceuticals
2700,TTM,Tata Motors Ltd,$5.2B,,Capital Goods,Auto Manufacturing
2701,TCO,"Taubman Centers, Inc.",$2.28B,1992.0,Consumer Services,Real Estate Investment Trusts
2702,TCO^J,"Taubman Centers, Inc.",,,,
2703,TCO^K,"Taubman Centers, Inc.",,,,
2704,TMHC,Taylor Morrison Home Corporation,$2.65B,2013.0,Capital Goods,Homebuilding
2705,TRP,TC Energy Corporation,$38.69B,,Public Utilities,Natural Gas Distribution
2706,TCP,"TC PipeLines, LP",$2.16B,,Public Utilities,Natural Gas Distribution
2707,TSI,"TCW Strategic Income Fund, Inc.",$269.43M,,,
2708,TEL,TE Connectivity Ltd.,$26.08B,,Technology,Electronic Components
2709,TISI,"Team, Inc.",$128.94M,,Consumer Services,Other Consumer Services
2710,FTI,TechnipFMC plc,$3.06B,,Energy,Metal Fabrications
2711,TECK,Teck Resources Ltd,$5.71B,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
2712,TK,Teekay Corporation,$211.32M,,Transportation,Marine Transportation
2713,TGP,Teekay LNG Partners L.P.,$973.24M,2005.0,Consumer Services,Marine Transportation
2714,TGP^A,Teekay LNG Partners L.P.,,,,
2715,TGP^B,Teekay LNG Partners L.P.,,,,
2716,TNK,Teekay Tankers Ltd.,$419.9M,2007.0,Consumer Services,Marine Transportation
2717,TGNA,TEGNA Inc.,$2.25B,,Consumer Services,Broadcasting
2718,TRC,Tejon Ranch Co,$362.37M,,Finance,Real Estate
2719,HQH,Tekla Healthcare Investors,$928.44M,1987.0,,
2720,THQ,Tekla Healthcare Opportunies Fund,$732.97M,2014.0,,
2721,HQL,Tekla Life Sciences Investors,$432.07M,1992.0,,
2722,THW,Tekla World Healthcare Fund,$429.26M,2015.0,,
2723,TDOC,"Teladoc Health, Inc.",$18.87B,2015.0,Health Care,Medical/Nursing Services
2724,TEO,Telecom Argentina Stet - France Telecom S.A.,$4.01B,,Public Utilities,Telecommunications Equipment
2725,TDY,Teledyne Technologies Incorporated,$10.66B,,Capital Goods,Industrial Machinery/Components
2726,TFX,Teleflex Incorporated,$16.57B,,Health Care,Medical/Dental Instruments
2727,VIV,Telefonica Brasil S.A.,$15.64B,,Public Utilities,Telecommunications Equipment
2728,TEF,Telefonica SA,$23.02B,1988.0,Public Utilities,Telecommunications Equipment
2729,TDA,"Telephone and Data Systems, Inc.",,,Public Utilities,Telecommunications Equipment
2730,TDE,"Telephone and Data Systems, Inc.",,,Public Utilities,Telecommunications Equipment
2731,TDI,"Telephone and Data Systems, Inc.",,,Public Utilities,Telecommunications Equipment
2732,TDJ,"Telephone and Data Systems, Inc.",,,Public Utilities,Telecommunications Equipment
2733,TDS,"Telephone and Data Systems, Inc.",$2.24B,,Public Utilities,Telecommunications Equipment
2734,TU,TELUS Corporation,$20.91B,,Public Utilities,Telecommunications Equipment
2735,TDF,"Templeton Dragon Fund, Inc.",$768.71M,,,
2736,EMF,Templeton Emerging Markets Fund,$242.29M,1987.0,,
2737,TEI,"Templeton Emerging Markets Income Fund, Inc.",$369.11M,1993.0,,
